NO_OF_FRAMES	5618
NO_OF_CAMERAS	13
NO_OF_MARKERS	6
FREQUENCY	120
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2025-10-10, 15:47:17.423	14041227.18119250
DATA_INCLUDED	3D
MARKER_NAMES	hand	R wrist	L wrist	R elbow	L elbow	
TRAJECTORY_TYPES	Mixed	Measured	Measured	Mixed	Measured	Mixed
hand X	hand Y	hand Z	R wrist X	R wrist Y	R wrist Z	L wrist X	L wrist Y	L wrist Z	R elbow X	R elbow Y	R elbow Z	L elbow X	L elbow Y	L elbow Z	 X	 Y	 Z	
145.028	234.132	61.713	142.122	157.524	45.865	96.482	189.742	59.292	-21.821	-57.449	21.096	-24.365	-58.052	96.133	173.002	-225.648	-10.998
145.528	233.504	62.308	142.486	157.161	46.019	96.849	189.411	59.622	-22.002	-57.596	21.023	-24.554	-58.161	96.211	172.995	-225.640	-10.992
146.116	232.802	62.694	143.006	156.767	45.969	97.339	189.008	59.767	-22.226	-57.763	21.147	-24.720	-58.255	96.412	173.007	-225.651	-10.990
146.824	232.051	62.853	143.587	156.252	45.787	97.961	188.590	59.782	-22.515	-57.920	21.536	-24.818	-58.328	96.751	173.007	-225.651	-10.990
147.672	231.313	62.838	144.212	155.635	45.773	98.664	188.164	59.665	-22.689	-58.008	21.932	-24.876	-58.425	97.176	173.012	-225.657	-10.985
148.583	230.568	62.727	144.994	154.985	45.654	99.430	187.628	59.441	-22.818	-58.205	22.399	-24.898	-58.480	97.683	173.002	-225.661	-11.001
149.629	229.824	62.580	145.880	154.288	45.555	100.387	187.104	59.290	-22.797	-58.303	22.925	-24.913	-58.526	98.218	173.007	-225.654	-10.993
150.804	229.057	62.402	146.847	153.532	45.510	101.452	186.570	59.110	-22.767	-58.620	23.459	-24.923	-58.567	98.780	173.012	-225.657	-10.985
152.127	228.253	62.231	147.943	152.736	45.541	102.623	185.993	58.950	-22.595	-58.788	24.017	-24.929	-58.569	99.356	173.005	-225.666	-10.985
153.515	227.367	62.169	149.131	151.857	45.595	103.883	185.353	58.838	-22.429	-59.016	24.548	-24.953	-58.541	99.867	173.017	-225.677	-10.984
155.064	226.490	62.219	150.386	150.945	45.771	105.286	184.674	58.796	-22.208	-59.119	25.132	-24.979	-58.509	100.410	172.995	-225.670	-11.001
156.723	225.522	62.347	151.758	149.986	46.109	106.784	183.975	58.806	-22.023	-59.253	25.740	-24.994	-58.419	100.881	173.012	-225.671	-10.989
158.492	224.497	62.591	153.231	148.929	46.574	108.336	183.212	58.816	-21.830	-59.412	26.259	-25.019	-58.382	101.384	173.000	-225.660	-10.990
160.397	223.349	62.896	154.800	147.794	47.111	110.066	182.388	58.820	-21.654	-59.465	26.790	-25.037	-58.320	101.856	173.012	-225.655	-10.982
162.440	222.098	63.205	156.509	146.551	47.638	111.889	181.460	58.811	-21.530	-59.581	27.341	-25.057	-58.282	102.389	172.995	-225.640	-10.992
164.641	220.725	63.541	158.337	145.247	48.170	113.883	180.467	58.801	-21.417	-59.670	27.813	-25.072	-58.255	102.924	172.995	-225.638	-10.989
166.999	219.240	63.892	160.265	143.814	48.650	115.987	179.396	58.749	-21.352	-59.877	28.284	-25.081	-58.231	103.436	173.012	-225.644	-10.982
169.539	217.597	64.223	162.318	142.252	49.067	118.258	178.249	58.706	-21.264	-59.965	28.759	-25.071	-58.215	103.951	173.007	-225.651	-10.990
172.289	215.820	64.519	164.494	140.626	49.412	120.701	177.013	58.641	-21.193	-60.113	29.153	-25.055	-58.176	104.376	173.016	-225.647	-10.974
175.200	213.964	64.792	166.794	138.884	49.686	123.224	175.752	58.535	-21.121	-60.256	29.547	-25.024	-58.136	104.818	173.000	-225.644	-10.984
178.238	211.964	65.017	169.145	137.009	49.910	125.916	174.322	58.465	-21.030	-60.375	29.882	-24.987	-58.056	105.133	172.995	-225.638	-10.989
181.400	209.869	65.199	171.648	135.062	50.155	128.710	172.837	58.403	-20.891	-60.473	30.196	-24.940	-57.987	105.471	173.001	-225.632	-10.992
187.916	206.429	66.186	174.402	132.988	50.528	131.608	171.229	58.313	-20.706	-60.573	30.455	-24.910	-57.938	105.732	173.006	-225.635	-10.984
190.840	204.355	66.344	176.761	130.881	50.661	134.470	169.443	58.251	-20.560	-60.670	30.622	-24.863	-57.865	105.959	173.018	-225.646	-10.982
193.762	202.169	66.457	179.415	128.656	50.866	137.527	167.722	58.133	-20.404	-60.752	30.777	-24.797	-57.806	106.150	173.007	-225.651	-10.990
196.701	199.937	66.498	182.085	126.357	51.057	140.623	165.916	57.997	-20.275	-60.736	30.878	-24.734	-57.765	106.329	172.995	-225.640	-10.992
199.673	197.578	66.580	184.758	123.977	51.186	143.773	164.031	57.870	-20.134	-60.744	30.940	-24.659	-57.712	106.476	172.995	-225.640	-10.992
202.764	195.036	66.646	187.538	121.531	51.340	146.969	162.101	57.726	-20.001	-60.750	30.958	-24.562	-57.671	106.606	173.001	-225.632	-10.992
205.895	192.380	66.668	190.253	119.016	51.419	150.198	160.110	57.595	-19.879	-60.698	30.942	-24.470	-57.632	106.704	173.002	-225.645	-10.995
209.059	189.764	66.716	192.988	116.439	51.490	153.467	158.074	57.462	-19.780	-60.574	30.927	-24.356	-57.585	106.790	173.007	-225.651	-10.990
212.219	187.029	66.829	195.744	113.841	51.474	156.744	155.942	57.330	-19.673	-60.465	30.880	-24.248	-57.530	106.860	172.988	-225.649	-10.992
215.290	184.247	66.958	198.481	111.059	51.516	159.999	153.772	57.228	-19.589	-60.388	30.793	-24.158	-57.468	106.917	173.007	-225.651	-10.990
218.339	181.441	67.037	201.190	108.331	51.545	163.263	151.564	57.154	-19.529	-60.344	30.683	-24.067	-57.385	106.955	173.006	-225.638	-10.987
221.365	178.523	67.066	203.886	105.578	51.578	166.545	149.336	57.075	-19.437	-60.149	30.552	-23.977	-57.306	106.961	172.995	-225.640	-10.992
227.297	174.596	66.904	206.513	102.820	51.636	169.846	147.035	57.135	-19.250	-59.031	30.585	-23.889	-57.204	106.924	172.995	-225.640	-10.992
230.839	171.505	66.996	209.093	100.043	51.715	173.034	144.679	57.037	-19.141	-58.799	30.402	-23.786	-57.089	106.866	173.000	-225.646	-10.987
234.254	168.404	67.090	211.713	97.217	51.879	176.143	142.318	56.920	-19.039	-58.753	30.138	-23.688	-56.959	106.798	173.007	-225.651	-10.990
237.404	165.335	67.259	214.165	94.461	52.004	179.136	140.320	56.525	-18.950	-58.755	29.867	-23.570	-56.821	106.726	173.007	-225.651	-10.990
239.832	162.788	67.063	216.590	91.710	52.138	182.097	138.055	56.370	-18.831	-58.769	29.613	-23.446	-56.683	106.638	173.000	-225.657	-10.987
242.973	159.751	67.178	218.975	89.131	52.305	185.004	135.820	56.232	-18.725	-58.736	29.341	-23.305	-56.543	106.556	173.000	-225.646	-10.987
246.842	156.402	67.496	221.568	86.494	52.652	187.874	133.535	56.116	-18.619	-58.724	29.061	-23.175	-56.393	106.476	173.000	-225.646	-10.987
249.898	153.432	67.613	223.725	83.792	52.858	190.677	131.301	56.033	-18.486	-58.627	28.770	-23.044	-56.220	106.390	173.012	-225.655	-10.982
252.899	150.456	67.730	225.872	81.119	53.040	193.429	129.021	56.015	-18.363	-58.447	28.500	-22.909	-56.047	106.262	173.012	-225.657	-10.985
255.816	147.501	67.854	227.953	78.462	53.207	196.117	126.786	56.010	-18.212	-58.224	28.234	-22.767	-55.882	106.141	173.007	-225.651	-10.990
258.663	144.577	67.979	229.925	75.844	53.365	198.729	124.577	56.009	-18.098	-57.990	27.961	-22.635	-55.735	106.060	173.007	-225.651	-10.990
261.454	141.718	68.017	231.639	73.290	53.399	201.268	122.372	55.980	-17.954	-57.717	27.688	-22.493	-55.582	105.967	173.000	-225.646	-10.987
264.146	138.806	68.081	233.575	70.731	53.487	203.773	120.174	55.931	-17.833	-57.425	27.445	-22.337	-55.440	105.894	173.000	-225.644	-10.984
266.800	135.911	68.114	235.383	68.184	53.555	206.198	117.980	55.864	-17.697	-57.085	27.191	-22.175	-55.295	105.837	173.007	-225.651	-10.990
269.383	133.044	68.118	237.162	65.662	53.564	208.584	115.823	55.776	-17.594	-56.784	26.921	-21.978	-55.099	105.800	173.000	-225.660	-10.990
271.891	130.245	68.122	238.954	63.232	53.610	210.936	113.699	55.716	-17.470	-56.422	26.658	-21.807	-54.904	105.732	172.995	-225.654	-10.995
274.390	127.446	68.149	240.607	60.795	53.617	213.219	111.601	55.643	-17.348	-56.046	26.383	-21.632	-54.675	105.638	172.995	-225.654	-10.995
276.771	124.737	68.160	242.346	58.485	53.758	215.432	109.585	55.790	-17.209	-55.663	26.099	-21.463	-54.400	105.502	173.005	-225.652	-10.982
278.989	121.941	68.144	243.897	56.185	53.727	217.557	107.598	55.692	-17.068	-55.244	25.792	-21.288	-54.105	105.352	172.993	-225.655	-10.987
281.169	119.336	68.129	245.423	53.993	53.662	219.600	105.640	55.575	-16.944	-54.928	25.489	-21.110	-53.837	105.187	172.988	-225.662	-10.995
283.199	116.829	68.111	246.824	51.871	53.543	221.580	103.743	55.485	-16.781	-54.539	25.163	-20.942	-53.573	104.994	172.988	-225.662	-10.995
285.136	114.379	68.111	248.132	49.810	53.390	223.367	101.934	55.364	-16.666	-54.241	24.878	-20.779	-53.327	104.827	173.012	-225.671	-10.989
286.854	112.084	68.112	249.341	47.901	53.231	225.064	100.218	55.239	-16.529	-53.933	24.569	-20.624	-53.126	104.648	173.005	-225.666	-10.985
288.422	109.925	68.106	250.457	46.078	53.064	226.535	98.594	55.063	-16.418	-53.676	24.313	-20.472	-52.929	104.472	172.998	-225.672	-10.982
289.820	107.921	68.102	251.416	44.412	52.859	227.921	97.071	54.856	-16.273	-53.459	24.024	-20.347	-52.775	104.305	172.993	-225.668	-10.990
291.075	106.075	68.039	252.282	42.906	52.667	228.969	95.586	54.457	-16.156	-53.340	23.833	-20.233	-52.656	104.162	172.993	-225.668	-10.990
292.162	104.390	67.953	252.989	41.349	52.483	229.844	94.174	54.163	-16.014	-53.284	23.603	-20.122	-52.541	104.036	173.000	-225.673	-10.993
293.132	102.840	67.809	253.549	40.093	52.139	230.806	93.059	53.929	-15.905	-53.384	23.437	-20.021	-52.404	103.934	173.005	-225.679	-10.989
294.007	101.442	67.625	254.159	38.989	51.796	231.641	92.076	53.726	-15.785	-53.404	23.306	-19.922	-52.268	103.860	172.993	-225.682	-10.994
294.769	100.176	67.394	254.656	38.023	51.394	232.360	91.209	53.515	-15.684	-53.491	23.230	-19.830	-52.169	103.812	172.989	-225.678	-11.002
295.405	99.071	67.124	255.026	37.192	50.949	232.970	90.464	53.293	-15.593	-53.585	23.197	-19.736	-52.072	103.815	172.993	-225.682	-10.994
295.837	98.154	66.837	255.441	36.616	50.487	233.409	89.914	53.077	-15.537	-53.777	23.189	-19.636	-51.999	103.851	172.982	-225.687	-11.002
296.041	97.426	66.522	255.661	36.172	49.922	233.711	89.485	52.822	-15.499	-53.999	23.233	-19.556	-51.918	103.904	172.987	-225.693	-10.997
295.993	96.916	66.269	255.678	35.945	49.316	233.751	89.315	52.537	-15.497	-54.253	23.301	-19.504	-51.858	103.967	172.999	-225.704	-10.995
295.665	96.620	66.123	255.625	36.080	48.992	233.605	89.302	52.200	-15.518	-54.548	23.373	-19.477	-51.793	104.004	172.992	-225.696	-10.989
295.148	96.530	66.160	255.407	36.222	48.697	233.283	89.420	51.852	-15.571	-54.870	23.436	-19.486	-51.730	104.034	172.998	-225.688	-10.989
294.450	96.627	66.357	255.084	36.444	48.623	232.821	89.631	51.562	-15.612	-55.177	23.491	-19.519	-51.677	104.052	172.986	-225.663	-10.987
293.700	96.798	66.728	254.753	36.730	48.673	232.316	89.874	51.307	-15.668	-55.551	23.545	-19.579	-51.603	104.064	172.986	-225.647	-10.981
292.946	96.939	67.145	254.497	37.262	48.718	232.251	90.372	51.339	-15.744	-55.944	23.585	-19.650	-51.508	104.083	172.979	-225.640	-10.974
292.190	97.048	67.553	254.137	37.525	48.805	231.744	90.595	51.084	-15.812	-56.348	23.712	-19.735	-51.392	104.153	173.005	-225.650	-10.979
291.379	97.080	67.928	253.806	37.787	48.831	231.304	90.767	50.768	-15.873	-56.698	23.892	-19.841	-51.263	104.269	173.005	-225.663	-10.982
290.510	96.994	68.279	253.425	37.993	48.749	230.805	90.931	50.411	-15.960	-57.052	24.118	-19.946	-51.133	104.449	172.998	-225.658	-10.979
289.523	96.956	68.309	252.992	38.555	48.421	230.221	91.020	50.004	-16.053	-57.433	24.411	-20.024	-51.014	104.676	172.991	-225.653	-10.976
288.607	96.644	68.685	252.603	38.715	48.159	229.758	91.098	49.589	-16.118	-57.754	24.730	-20.131	-50.936	104.910	172.986	-225.647	-10.981
287.676	96.235	69.165	252.104	38.536	47.941	229.236	91.198	49.264	-16.209	-58.130	25.086	-20.219	-50.865	105.198	172.981	-225.641	-10.986
286.777	95.666	69.890	251.732	38.448	47.962	228.854	91.192	48.816	-16.303	-58.490	25.374	-20.323	-50.834	105.456	172.986	-225.647	-10.981
285.874	95.222	70.788	251.328	38.436	47.850	228.424	90.998	47.584	-16.401	-58.859	25.687	-20.454	-50.870	105.687	172.998	-225.658	-10.979
285.099	94.677	71.482	250.931	38.328	47.765	228.062	90.898	47.358	-16.542	-59.278	25.967	-20.571	-50.934	105.870	172.998	-225.658	-10.979
284.383	94.067	72.107	250.574	38.169	47.649	227.706	90.528	47.107	-16.677	-59.710	26.211	-20.722	-51.029	106.084	173.000	-225.660	-10.990
283.742	93.472	72.628	250.231	37.996	47.491	227.383	90.227	46.883	-16.861	-60.131	26.495	-20.891	-51.175	106.270	172.998	-225.658	-10.979
283.156	92.918	72.975	249.891	37.787	47.307	227.111	90.115	46.700	-17.039	-60.603	26.736	-21.099	-51.327	106.447	172.998	-225.658	-10.979
282.601	92.458	73.198	249.582	37.571	47.135	226.768	89.868	46.455	-17.241	-61.081	26.985	-21.318	-51.467	106.646	172.986	-225.661	-10.984
282.138	92.091	73.339	249.632	37.192	46.576	226.472	89.685	46.233	-17.438	-61.530	27.233	-21.549	-51.653	106.863	172.991	-225.667	-10.979
281.786	91.713	73.405	249.361	37.003	46.435	226.158	89.440	46.001	-17.631	-62.007	27.418	-21.748	-51.835	107.027	172.991	-225.667	-10.979
281.533	91.525	73.512	249.116	36.847	46.366	225.912	89.236	45.850	-17.833	-62.437	27.625	-21.952	-52.017	107.210	172.986	-225.663	-10.987
281.389	91.483	73.553	248.932	36.666	46.353	225.723	89.099	45.790	-18.017	-62.757	27.780	-22.186	-52.196	107.362	172.981	-225.657	-10.992
281.414	91.504	73.493	248.786	36.498	46.381	225.514	88.940	45.775	-18.235	-63.067	27.940	-22.437	-52.353	107.512	172.976	-225.651	-10.997
281.662	91.449	73.038	248.623	36.391	46.442	225.364	88.902	45.824	-18.405	-63.253	28.083	-22.639	-52.467	107.637	172.979	-225.656	-10.981
281.959	91.878	72.797	248.499	36.319	46.566	225.291	88.978	45.940	-18.568	-63.349	28.245	-22.837	-52.580	107.767	172.986	-225.661	-10.984
282.477	92.451	72.371	248.438	36.278	46.752	225.236	89.029	46.072	-18.748	-63.411	28.413	-23.040	-52.644	107.881	172.979	-225.656	-10.981
283.213	93.176	71.713	248.376	36.328	46.917	225.237	89.200	46.204	-18.901	-63.416	28.550	-23.263	-52.654	107.991	172.969	-225.646	-10.994
284.034	93.902	70.852	248.344	36.445	47.035	225.262	89.406	46.308	-19.061	-63.367	28.725	-23.463	-52.627	108.122	172.960	-225.637	-10.976
284.616	94.222	69.759	248.191	36.778	46.930	225.274	89.718	46.273	-19.191	-63.287	28.863	-23.627	-52.561	108.251	172.952	-225.627	-10.967
284.819	94.509	69.525	248.044	37.059	47.069	225.217	90.180	46.152	-19.244	-63.010	29.057	-23.799	-52.392	108.499	172.946	-225.636	-10.967
284.949	94.909	69.607	247.940	37.340	47.357	225.199	90.573	46.196	-19.296	-62.642	29.303	-23.915	-52.122	108.752	172.958	-225.660	-10.968
285.201	95.087	69.878	247.860	37.509	47.778	225.259	90.830	46.454	-19.320	-62.182	29.577	-23.997	-51.829	108.995	172.958	-225.663	-10.972
285.370	95.274	70.319	247.815	37.710	48.357	225.374	91.033	46.968	-19.333	-61.764	29.762	-24.088	-51.503	109.169	172.965	-225.670	-10.978
285.426	95.539	70.877	247.807	37.880	48.988	225.486	91.187	47.517	-19.340	-61.220	29.983	-24.196	-51.206	109.271	172.965	-225.670	-10.978
285.373	96.023	71.423	247.804	38.116	49.655	225.529	91.333	48.008	-19.388	-60.759	30.150	-24.335	-50.928	109.363	172.977	-225.652	-10.967
285.230	96.595	71.861	247.748	38.373	50.336	225.508	91.522	48.279	-19.418	-60.397	30.315	-24.521	-50.697	109.453	172.967	-225.640	-10.976
285.034	97.219	72.160	247.457	38.661	50.905	225.359	91.732	48.482	-19.464	-60.091	30.512	-24.654	-50.519	109.592	172.972	-225.646	-10.971
284.859	97.739	72.282	247.299	38.998	51.335	225.228	92.132	48.561	-19.510	-59.786	30.733	-24.782	-50.348	109.813	172.970	-225.660	-10.967
284.639	98.159	72.323	247.159	39.299	51.591	225.052	92.312	48.490	-19.576	-59.571	30.941	-24.920	-50.202	110.099	172.982	-225.658	-10.962
284.513	98.370	72.309	247.007	39.549	51.723	224.870	92.487	48.446	-19.669	-59.422	31.144	-25.055	-50.041	110.402	172.988	-225.649	-10.962
284.362	98.469	72.284	246.890	39.688	51.751	224.792	92.761	48.452	-19.784	-59.268	31.344	-25.164	-49.876	110.641	172.976	-225.636	-10.960
284.190	98.521	72.311	246.787	39.739	51.732	224.690	92.824	48.456	-19.902	-59.120	31.457	-25.222	-49.743	110.805	172.969	-225.644	-10.960
284.028	98.493	72.320	246.697	39.731	51.698	224.619	92.798	48.451	-20.045	-58.973	31.551	-25.303	-49.652	110.898	172.976	-225.636	-10.960
283.805	98.412	72.294	246.587	39.640	51.614	224.501	92.674	48.372	-20.227	-58.921	31.599	-25.396	-49.594	110.920	172.988	-225.649	-10.962
283.546	98.269	72.235	246.448	39.503	51.439	224.320	92.503	48.197	-20.416	-58.986	31.567	-25.517	-49.561	110.912	172.989	-225.663	-10.965
283.090	98.120	72.183	246.323	39.374	51.205	224.152	92.402	47.897	-20.585	-59.085	31.481	-25.653	-49.526	110.878	172.994	-225.669	-10.960
282.470	97.955	72.159	246.160	39.229	50.892	223.830	92.161	47.416	-20.753	-59.244	31.396	-25.798	-49.502	110.814	172.972	-225.662	-10.978
281.530	97.839	72.309	245.994	39.126	50.514	223.456	92.136	46.907	-20.908	-59.444	31.278	-25.938	-49.534	110.739	172.977	-225.654	-10.970
280.501	97.692	72.345	245.880	38.998	50.222	222.932	91.965	46.221	-21.088	-59.696	31.132	-26.053	-49.643	110.630	172.977	-225.665	-10.970
279.322	97.552	72.421	245.489	39.053	49.888	222.347	91.917	45.555	-21.307	-60.026	30.928	-26.186	-49.799	110.495	172.987	-225.664	-10.957
278.075	97.346	72.494	245.025	39.134	49.588	221.697	91.815	44.862	-21.514	-60.319	30.713	-26.328	-50.005	110.312	172.994	-225.669	-10.960
276.891	97.065	72.637	244.627	39.192	49.378	221.097	91.877	44.350	-21.752	-60.654	30.447	-26.481	-50.203	110.060	172.970	-225.660	-10.967
275.878	96.646	72.877	244.252	39.183	49.195	220.591	91.694	43.957	-21.974	-60.934	30.158	-26.646	-50.445	109.759	172.965	-225.654	-10.971
274.915	96.235	73.247	243.927	39.155	49.093	220.200	91.699	43.786	-22.190	-61.156	29.876	-26.820	-50.672	109.461	172.983	-225.643	-10.966
274.089	95.813	73.715	243.651	39.071	49.052	219.830	91.501	43.646	-22.408	-61.327	29.610	-26.988	-50.855	109.184	172.965	-225.641	-10.968
273.335	95.450	74.219	243.438	38.952	49.043	219.623	91.342	43.549	-22.604	-61.429	29.362	-27.136	-51.034	108.990	172.977	-225.654	-10.970
272.724	95.116	74.661	243.276	38.815	49.012	219.457	91.136	43.443	-22.784	-61.481	29.159	-27.261	-51.172	108.869	172.984	-225.659	-10.973
272.250	94.854	74.959	243.170	38.643	48.926	219.322	90.898	43.334	-22.960	-61.494	29.002	-27.375	-51.238	108.767	172.989	-225.665	-10.968
272.037	94.634	75.065	243.101	38.483	48.831	219.258	90.734	43.251	-23.076	-61.438	28.888	-27.489	-51.257	108.699	172.984	-225.662	-10.976
272.002	94.586	75.015	243.077	38.359	48.772	219.231	90.636	43.203	-23.142	-61.387	28.794	-27.599	-51.236	108.607	172.977	-225.668	-10.973
272.226	94.724	74.858	243.106	38.284	48.773	219.251	90.618	43.180	-23.173	-61.342	28.712	-27.715	-51.176	108.513	172.970	-225.663	-10.970
272.781	95.068	74.504	243.135	38.268	48.886	219.327	90.690	43.260	-23.199	-61.261	28.662	-27.846	-51.089	108.412	172.977	-225.668	-10.973
273.659	95.584	74.057	243.180	38.302	49.084	219.504	90.935	43.461	-23.227	-61.150	28.675	-27.966	-50.975	108.355	172.982	-225.674	-10.968
274.915	96.251	73.470	243.234	38.400	49.342	219.722	91.231	43.756	-23.250	-61.014	28.758	-28.096	-50.845	108.388	172.980	-225.672	-10.957
276.626	96.786	72.854	243.316	38.558	49.655	220.044	91.526	44.134	-23.292	-60.825	28.932	-28.197	-50.652	108.577	172.970	-225.663	-10.970
278.207	97.853	71.748	243.389	38.788	49.912	220.415	91.898	44.519	-23.321	-60.479	29.250	-28.262	-50.459	108.850	172.963	-225.655	-10.964
279.585	97.970	70.641	243.315	39.100	50.014	220.833	92.444	44.888	-23.390	-60.104	29.581	-28.319	-50.212	109.202	172.954	-225.646	-10.946
280.267	97.836	70.513	243.529	39.340	49.871	221.053	92.846	45.136	-23.409	-59.614	29.926	-28.365	-49.875	109.656	172.940	-225.661	-10.943
280.656	97.796	70.813	243.651	39.549	49.950	221.247	93.140	45.515	-23.352	-59.005	30.241	-28.323	-49.421	110.158	172.945	-225.683	-10.945
280.996	97.843	71.445	243.575	39.788	50.487	221.499	93.457	46.143	-23.282	-58.342	30.502	-28.246	-48.917	110.501	172.966	-225.684	-10.951
281.168	98.188	72.421	243.761	39.976	51.299	221.711	93.566	47.024	-23.225	-57.763	30.625	-28.218	-48.446	110.652	172.970	-225.660	-10.967
281.364	98.671	73.361	243.931	40.217	52.298	222.023	93.761	48.040	-23.146	-57.231	30.678	-28.252	-48.011	110.632	172.963	-225.653	-10.960
281.387	99.394	74.098	243.985	40.523	53.276	222.214	94.004	48.762	-23.079	-56.770	30.711	-28.356	-47.671	110.548	172.956	-225.661	-10.960
281.234	100.160	74.525	243.980	40.897	54.001	222.239	94.256	49.060	-23.022	-56.336	30.814	-28.473	-47.353	110.559	172.968	-225.672	-10.959
280.938	100.819	74.688	243.950	41.315	54.343	222.182	94.654	48.983	-22.949	-56.012	30.956	-28.584	-47.079	110.753	172.975	-225.664	-10.959
280.492	101.255	74.632	243.900	41.652	54.258	221.980	94.853	48.543	-22.916	-55.792	31.144	-28.642	-46.832	111.158	172.982	-225.655	-10.959
279.936	101.512	74.489	243.825	41.965	53.863	221.796	95.054	47.975	-22.932	-55.628	31.341	-28.622	-46.554	111.522	172.975	-225.650	-10.955
279.305	101.585	74.289	243.722	42.151	53.261	221.527	95.103	47.211	-23.009	-55.516	31.478	-28.594	-46.302	111.789	172.962	-225.637	-10.954
278.550	101.487	74.140	243.572	42.128	52.583	221.329	95.179	46.478	-23.160	-55.492	31.477	-28.569	-46.082	111.870	172.964	-225.625	-10.962
277.882	101.219	73.885	243.422	42.029	51.743	221.026	94.935	45.677	-23.340	-55.534	31.355	-28.558	-45.932	111.721	172.979	-225.638	-10.941
277.195	100.743	73.675	243.412	41.754	50.984	220.793	94.635	44.904	-23.550	-55.643	31.150	-28.614	-45.840	111.359	172.979	-225.654	-10.947
276.457	100.081	73.507	243.267	41.415	50.067	220.562	94.293	44.206	-23.807	-55.925	30.792	-28.715	-45.791	110.895	172.987	-225.661	-10.954
275.602	99.269	73.365	243.113	41.014	49.179	220.246	93.728	43.535	-24.027	-56.264	30.381	-28.819	-45.861	110.360	172.968	-225.659	-10.956
274.681	98.412	73.264	243.073	40.622	48.309	219.957	93.430	43.015	-24.271	-56.717	29.884	-28.955	-46.008	109.825	172.961	-225.665	-10.952
273.713	97.626	73.239	242.795	40.294	47.805	219.525	92.923	42.557	-24.514	-57.171	29.375	-29.095	-46.244	109.288	172.956	-225.659	-10.957
272.810	96.884	73.390	242.467	40.018	47.502	219.171	92.610	42.249	-24.737	-57.682	28.814	-29.264	-46.577	108.742	172.968	-225.670	-10.956
271.985	96.108	73.710	242.157	39.771	47.304	218.881	92.365	42.112	-24.949	-58.129	28.299	-29.434	-46.908	108.227	172.968	-225.659	-10.956
271.244	95.369	74.144	241.873	39.480	47.186	218.615	92.020	42.071	-25.173	-58.580	27.853	-29.616	-47.293	107.830	172.968	-225.672	-10.959
270.636	94.670	74.632	241.629	39.180	47.125	218.380	91.666	42.116	-25.377	-58.871	27.544	-29.769	-47.645	107.584	172.980	-225.683	-10.957
270.212	94.061	75.098	241.423	38.912	47.013	218.250	91.377	42.176	-25.554	-59.114	27.358	-29.913	-47.946	107.454	172.970	-225.674	-10.970
269.967	93.531	75.359	241.306	38.690	46.978	218.178	91.160	42.185	-25.703	-59.271	27.293	-30.037	-48.175	107.433	172.968	-225.672	-10.959
269.856	93.146	75.393	241.249	38.430	46.704	218.140	90.958	42.130	-25.815	-59.419	27.307	-30.164	-48.314	107.510	172.963	-225.669	-10.967
270.006	92.929	75.255	241.259	38.220	46.530	218.132	90.798	42.046	-25.877	-59.521	27.447	-30.292	-48.343	107.628	172.961	-225.681	-10.959
270.433	93.037	74.930	241.267	38.128	46.522	218.206	90.776	42.047	-25.921	-59.566	27.656	-30.409	-48.283	107.763	172.963	-225.682	-10.970
271.181	93.405	74.441	241.421	38.084	46.609	218.374	90.935	42.148	-25.901	-59.542	27.898	-30.516	-48.150	107.952	172.961	-225.681	-10.959
272.271	93.994	73.815	241.567	38.155	46.785	218.562	91.100	42.300	-25.872	-59.463	28.214	-30.611	-47.940	108.193	172.966	-225.687	-10.954
273.713	94.755	73.172	241.691	38.269	46.958	218.819	91.409	42.571	-25.882	-59.364	28.614	-30.700	-47.652	108.479	172.961	-225.681	-10.959
275.488	95.614	72.344	241.775	38.546	47.273	219.241	92.001	42.955	-25.839	-59.119	29.080	-30.789	-47.297	108.854	172.966	-225.671	-10.948
277.257	96.007	71.317	241.832	38.911	47.502	219.608	92.560	43.253	-25.849	-58.809	29.627	-30.886	-46.919	109.283	172.942	-225.649	-10.951
278.508	95.760	70.589	241.819	39.337	47.379	219.949	93.098	43.408	-25.810	-58.383	30.163	-30.952	-46.391	109.810	172.933	-225.653	-10.937
278.877	95.692	70.694	242.147	39.458	47.290	220.195	93.391	43.520	-25.796	-57.887	30.664	-30.951	-45.769	110.461	172.914	-225.664	-10.942
279.311	95.529	71.092	242.264	39.728	47.396	220.481	93.632	43.878	-25.746	-57.193	31.122	-30.880	-45.041	110.974	172.940	-225.661	-10.943
279.489	95.777	71.993	242.460	39.853	48.116	220.755	93.778	44.572	-25.649	-56.424	31.480	-30.783	-44.378	111.396	172.956	-225.659	-10.957
279.637	96.191	73.091	242.786	39.961	49.177	221.131	93.930	45.546	-25.584	-55.795	31.687	-30.755	-43.885	111.621	172.963	-225.653	-10.960
279.757	96.712	74.000	242.881	40.169	50.210	221.394	94.007	46.409	-25.502	-55.185	31.849	-30.823	-43.496	111.718	172.956	-225.661	-10.960
279.670	97.360	74.658	242.859	40.469	50.879	221.582	94.191	46.972	-25.455	-54.750	31.948	-30.917	-43.200	111.731	172.956	-225.661	-10.960
279.387	98.009	74.985	242.896	40.803	51.334	221.579	94.364	47.050	-25.387	-54.405	32.036	-31.043	-42.990	111.810	172.974	-225.648	-10.952
